SchoolName,NAME,TOTAL
Dr  Martin Luther King  Jr  College Prep HS,VICE LORDS,3
Dyett High School,BLACK DISCIPLES,23
Dyett High School,BLACK GANGSTERS,2
Dyett High School,BLACK P STONES,15
Dyett High School,CONSERVATIVE VICE LORDS,8
Dyett High School,FOUR CORNER HUSTLERS,2
Dyett High School,GANGSTER DISCIPLES,124
Dyett High School,LATIN DRAGONS,2
Dyett High School,LATIN KINGS,1
Dyett High School,MAFIA INSANE VICE LORDS,1
Dyett High School,MICKEY COBRAS,8
Dyett High School,TRAVELING VICE LORDS,1
Edward Tilden Career Community Academy HS,AMBROSE,5
Edward Tilden Career Community Academy HS,ASHLAND VIKINGS,1
Edward Tilden Career Community Academy HS,BISHOPS,6
Edward Tilden Career Community Academy HS,BLACK DISCIPLES,21
Edward Tilden Career Community Academy HS,BLACK GANGSTERS,4
Edward Tilden Career Community Academy HS,BLACK P STONES,465
Edward Tilden Career Community Academy HS,BLACK SOULS,2
Edward Tilden Career Community Academy HS,CONSERVATIVE VICE LORDS,34
Edward Tilden Career Community Academy HS,CULLERTON DEUCES,5
Edward Tilden Career Community Academy HS,FOUR CORNER HUSTLERS,12
Edward Tilden Career Community Academy HS,GANGSTER DISCIPLES,229
Edward Tilden Career Community Academy HS,IMPERIAL GANGSTERS,2
Edward Tilden Career Community Academy HS,INSANE DEUCES,6
Edward Tilden Career Community Academy HS,INSANE POPES,2
Edward Tilden Career Community Academy HS,LA RAZA,213
Edward Tilden Career Community Academy HS,LATIN DRAGONS,1
Edward Tilden Career Community Academy HS,LATIN JIVERS,1
Edward Tilden Career Community Academy HS,LATIN KINGS,79
Edward Tilden Career Community Academy HS,LATIN SAINTS,454
Edward Tilden Career Community Academy HS,MAFIA INSANE VICE LORDS,11
Edward Tilden Career Community Academy HS,MANIAC LATIN DISCIPLES,3
Edward Tilden Career Community Academy HS,MICKEY COBRAS,75
Edward Tilden Career Community Academy HS,NEW BREED,2
Edward Tilden Career Community Academy HS,PACHUCOS,2
Edward Tilden Career Community Academy HS,PARTY PEOPLE,5
Edward Tilden Career Community Academy HS,SATAN DISCIPLES,142
Edward Tilden Career Community Academy HS,SPANISH COBRAS,2
Edward Tilden Career Community Academy HS,SURENO 13,4
Edward Tilden Career Community Academy HS,TRAVELING VICE LORDS,9
Edward Tilden Career Community Academy HS,TWO SIX,153
Edward Tilden Career Community Academy HS,VICE LORDS,6
Edwin G Foreman High School,BLACK P STONES,1
Edwin G Foreman High School,CONSERVATIVE VICE LORDS,6
Edwin G Foreman High School,FOUR CORNER HUSTLERS,25
Edwin G Foreman High School,GANGSTER DISCIPLES,4
Edwin G Foreman High School,GAYLORDS,1
Edwin G Foreman High School,IMPERIAL GANGSTERS,6
Edwin G Foreman High School,INSANE DRAGONS,2
Edwin G Foreman High School,LA FAMILIA STONES,3
Edwin G Foreman High School,LA RAZA,5
Edwin G Foreman High School,LATIN BROTHERS ORGANIZATION,28
Edwin G Foreman High School,LATIN JIVERS,2
Edwin G Foreman High School,LATIN KINGS,24
Edwin G Foreman High School,LATIN SAINTS,1
Edwin G Foreman High School,MAFIA INSANE VICE LORDS,2
Edwin G Foreman High School,MANIAC LATIN DISCIPLES,15
Edwin G Foreman High School,MILWAUKEE KINGS,3
Edwin G Foreman High School,ORCHESTRA ALBANY,2
Edwin G Foreman High School,PACHUCOS,1
Edwin G Foreman High School,SATAN DISCIPLES,2
Edwin G Foreman High School,SIMON CITY ROYALS,4
Edwin G Foreman High School,SPANISH COBRAS,13
Edwin G Foreman High School,VICE LORDS,5
Edwin G Foreman High School,YOUNG LATIN ORGANIZATION,2
Ellen H Richards Career Academy High School,AMBROSE,5
Ellen H Richards Career Academy High School,ASHLAND VIKINGS,1
Ellen H Richards Career Academy High School,BISHOPS,6
Ellen H Richards Career Academy High School,BLACK DISCIPLES,21
Ellen H Richards Career Academy High School,BLACK GANGSTERS,4
Ellen H Richards Career Academy High School,BLACK P STONES,465
Ellen H Richards Career Academy High School,BLACK SOULS,2
Ellen H Richards Career Academy High School,CONSERVATIVE VICE LORDS,34
Ellen H Richards Career Academy High School,CULLERTON DEUCES,5
Ellen H Richards Career Academy High School,FOUR CORNER HUSTLERS,12
Ellen H Richards Career Academy High School,GANGSTER DISCIPLES,229
Ellen H Richards Career Academy High School,IMPERIAL GANGSTERS,2
Ellen H Richards Career Academy High School,INSANE DEUCES,6
Ellen H Richards Career Academy High School,INSANE POPES,2
Ellen H Richards Career Academy High School,LA RAZA,213
Ellen H Richards Career Academy High School,LATIN DRAGONS,1
Ellen H Richards Career Academy High School,LATIN JIVERS,1
Ellen H Richards Career Academy High School,LATIN KINGS,79
Ellen H Richards Career Academy High School,LATIN SAINTS,454
Ellen H Richards Career Academy High School,MAFIA INSANE VICE LORDS,11
Ellen H Richards Career Academy High School,MANIAC LATIN DISCIPLES,3
Ellen H Richards Career Academy High School,MICKEY COBRAS,75
Ellen H Richards Career Academy High School,NEW BREED,2
Ellen H Richards Career Academy High School,PACHUCOS,2
Ellen H Richards Career Academy High School,PARTY PEOPLE,5
Ellen H Richards Career Academy High School,SATAN DISCIPLES,142
Ellen H Richards Career Academy High School,SPANISH COBRAS,2
Ellen H Richards Career Academy High School,SURENO 13,4
Ellen H Richards Career Academy High School,TRAVELING VICE LORDS,9
Ellen H Richards Career Academy High School,TWO SIX,153
Ellen H Richards Career Academy High School,VICE LORDS,6
Emil G Hirsch Metropolitan High School,BLACK DISCIPLES,138
Emil G Hirsch Metropolitan High School,BLACK GANGSTERS,3
Emil G Hirsch Metropolitan High School,BLACK P STONES,75
Emil G Hirsch Metropolitan High School,CONSERVATIVE VICE LORDS,19
Emil G Hirsch Metropolitan High School,FOUR CORNER HUSTLERS,8
Emil G Hirsch Metropolitan High School,GANGSTER DISCIPLES,402
Emil G Hirsch Metropolitan High School,LATIN KINGS,4
Emil G Hirsch Metropolitan High School,MAFIA INSANE VICE LORDS,7
Emil G Hirsch Metropolitan High School,MANIAC LATIN DISCIPLES,3
Emil G Hirsch Metropolitan High School,MICKEY COBRAS,2
Emil G Hirsch Metropolitan High School,NEW BREED,1
Emil G Hirsch Metropolitan High School,SATAN DISCIPLES,1
Emil G Hirsch Metropolitan High School,TRAVELING VICE LORDS,4
Emil G Hirsch Metropolitan High School,TWO SIX,1
Emil G Hirsch Metropolitan High School,VICE LORDS,5
Eric Solorio Academy High School,AMBROSE,12
Eric Solorio Academy High School,BLACK P STONES,1
Eric Solorio Academy High School,FOUR CORNER HUSTLERS,3
Eric Solorio Academy High School,GANGSTER DISCIPLES,9
Eric Solorio Academy High School,KRAZY GETDOWN BOYS,1
Eric Solorio Academy High School,LA RAZA,12
Eric Solorio Academy High School,LATIN KINGS,265
Eric Solorio Academy High School,LATIN SAINTS,9
Eric Solorio Academy High School,MANIAC LATIN DISCIPLES,2
Eric Solorio Academy High School,PARTY PEOPLE,1
Eric Solorio Academy High School,SATAN DISCIPLES,414
Eric Solorio Academy High School,SIMON CITY ROYALS,2
Eric Solorio Academy High School,SPANISH COBRAS,2
Eric Solorio Academy High School,SURENO 13,3
Eric Solorio Academy High School,TRAVELING VICE LORDS,1
Eric Solorio Academy High School,TWO SIX,316
Eric Solorio Academy High School,TWO-TWO BOYS,1
Eric Solorio Academy High School,Y.L.O. COBRAS,1
Frederick A Douglass Academy High School,BLACK DISCIPLES,11
Frederick A Douglass Academy High School,BLACK GANGSTERS,5
Frederick A Douglass Academy High School,BLACK P STONES,54
Frederick A Douglass Academy High School,BLACK SOULS,38
Frederick A Douglass Academy High School,CONSERVATIVE VICE LORDS,60
Frederick A Douglass Academy High School,FOUR CORNER HUSTLERS,461
Frederick A Douglass Academy High School,GANGSTER DISCIPLES,71
Frederick A Douglass Academy High School,HARRISON GENTS,1
Frederick A Douglass Academy High School,LA RAZA,2
Frederick A Douglass Academy High School,LATIN BROTHERS ORGANIZATION,2
Frederick A Douglass Academy High School,LATIN JIVERS,5
Frederick A Douglass Academy High School,LATIN KINGS,16
Frederick A Douglass Academy High School,MAFIA INSANE VICE LORDS,173
Frederick A Douglass Academy High School,MANIAC LATIN DISCIPLES,3
Frederick A Douglass Academy High School,MICKEY COBRAS,3
Frederick A Douglass Academy High School,NEW BREED,14
Frederick A Douglass Academy High School,ORCHESTRA ALBANY,2
Frederick A Douglass Academy High School,SIMON CITY ROYALS,2
Frederick A Douglass Academy High School,SPANISH COBRAS,2
Frederick A Douglass Academy High School,SURENO 13,2
Frederick A Douglass Academy High School,TRAVELING VICE LORDS,91
Frederick A Douglass Academy High School,TWO SIX,2
Frederick A Douglass Academy High School,VICE LORDS,133
Frederick A Douglass Academy High School,Y.L.O. COBRAS,1
Frederick A Douglass Academy High School,Y.L.O. DISCIPLES,2
Friedrich W Von Steuben Metropolitan Science HS,BLACK DISCIPLES,1
Friedrich W Von Steuben Metropolitan Science HS,BLACK P STONES,3
Friedrich W Von Steuben Metropolitan Science HS,CONSERVATIVE VICE LORDS,6
Friedrich W Von Steuben Metropolitan Science HS,FOUR CORNER HUSTLERS,3
Friedrich W Von Steuben Metropolitan Science HS,GANGSTER DISCIPLES,10
Friedrich W Von Steuben Metropolitan Science HS,IMPERIAL GANGSTERS,1
Friedrich W Von Steuben Metropolitan Science HS,INSANE POPES,1
Friedrich W Von Steuben Metropolitan Science HS,LA FAMILIA STONES,6
Friedrich W Von Steuben Metropolitan Science HS,LA RAZA,2
Friedrich W Von Steuben Metropolitan Science HS,LATIN BROTHERS ORGANIZATION,2
Friedrich W Von Steuben Metropolitan Science HS,LATIN EAGLES,2
Friedrich W Von Steuben Metropolitan Science HS,LATIN JIVERS,1
Friedrich W Von Steuben Metropolitan Science HS,LATIN KINGS,172
Friedrich W Von Steuben Metropolitan Science HS,LATIN SAINTS,2
Friedrich W Von Steuben Metropolitan Science HS,MANIAC LATIN DISCIPLES,3
Friedrich W Von Steuben Metropolitan Science HS,SATAN DISCIPLES,2
Friedrich W Von Steuben Metropolitan Science HS,SIMON CITY ROYALS,7
Friedrich W Von Steuben Metropolitan Science HS,SPANISH COBRAS,7
Friedrich W Von Steuben Metropolitan Science HS,TRAVELING VICE LORDS,2
Gage Park High School,AMBROSE,80
Gage Park High School,BISHOPS,5
Gage Park High School,BLACK DISCIPLES,21
Gage Park High School,BLACK GANGSTERS,4
Gage Park High School,BLACK P STONES,24
Gage Park High School,CONSERVATIVE VICE LORDS,106
Gage Park High School,FOUR CORNER HUSTLERS,3
Gage Park High School,GANGSTER DISCIPLES,565
Gage Park High School,IMPERIAL GANGSTERS,5
Gage Park High School,INSANE DEUCES,1
Gage Park High School,INSANE POPES,2
Gage Park High School,KRAZY GETDOWN BOYS,8
Gage Park High School,LA RAZA,4
Gage Park High School,LATIN BROTHERS ORGANIZATION,1
Gage Park High School,LATIN JIVERS,1
Gage Park High School,LATIN KINGS,107
Gage Park High School,LATIN SAINTS,4
Gage Park High School,MAFIA INSANE VICE LORDS,5
Gage Park High School,MANIAC LATIN DISCIPLES,5
Gage Park High School,MICKEY COBRAS,1
Gage Park High School,NEW BREED,2
Gage Park High School,ORCHESTRA ALBANY,2
Gage Park High School,PARTY PEOPLE,7
Gage Park High School,SATAN DISCIPLES,157
Gage Park High School,SIMON CITY ROYALS,1
Gage Park High School,SPANISH COBRAS,1
Gage Park High School,TRAVELING VICE LORDS,2
Gage Park High School,TWO SIX,86
Gage Park High School,TWO-TWO BOYS,12
Gage Park High School,VICE LORDS,4
George H Corliss High School,BLACK DISCIPLES,140
George H Corliss High School,BLACK GANGSTERS,9
George H Corliss High School,BLACK P STONES,67
George H Corliss High School,CONSERVATIVE VICE LORDS,22
George H Corliss High School,FOUR CORNER HUSTLERS,26
George H Corliss High School,GANGSTER DISCIPLES,375
George H Corliss High School,LATIN KINGS,13
George H Corliss High School,MAFIA INSANE VICE LORDS,1
George H Corliss High School,MICKEY COBRAS,27
George H Corliss High School,NEW BREED,1
George H Corliss High School,SATAN DISCIPLES,1
George H Corliss High School,SPANISH COBRAS,2
George H Corliss High School,TRAVELING VICE LORDS,7
George H Corliss High School,VICE LORDS,8
George Washington High School,AMBROSE,12
George Washington High School,BLACK DISCIPLES,27
George Washington High School,BLACK GANGSTERS,2
George Washington High School,BLACK P STONES,357
George Washington High School,CONSERVATIVE VICE LORDS,40
George Washington High School,FOUR CORNER HUSTLERS,10
George Washington High School,GANGSTER DISCIPLES,197
George Washington High School,HARRISON GENTS,1
George Washington High School,KRAZY GETDOWN BOYS,2
George Washington High School,LA FAMILIA STONES,2
George Washington High School,LA RAZA,1
George Washington High School,LATIN DRAGONS,13
George Washington High School,LATIN KINGS,377
George Washington High School,LATIN SAINTS,46
George Washington High School,MAFIA INSANE VICE LORDS,10
George Washington High School,MANIAC LATIN DISCIPLES,2
George Washington High School,MICKEY COBRAS,1
George Washington High School,SATAN DISCIPLES,3
George Washington High School,SPANISH COBRAS,4
George Washington High School,TRAVELING VICE LORDS,4
George Washington High School,TWO SIX,4
George Washington High School,VICE LORDS,27
George Westinghouse High School,AMBROSE,3
George Westinghouse High School,BLACK DISCIPLES,35
George Westinghouse High School,BLACK GANGSTERS,26
George Westinghouse High School,BLACK P STONES,32
George Westinghouse High School,BLACK SOULS,88
George Westinghouse High School,CONSERVATIVE VICE LORDS,142
George Westinghouse High School,FOUR CORNER HUSTLERS,277
George Westinghouse High School,GANGSTER DISCIPLES,180
George Westinghouse High School,GAYLORDS,4
George Westinghouse High School,HARRISON GENTS,1
George Westinghouse High School,IMPERIAL GANGSTERS,5
George Westinghouse High School,INSANE DEUCES,3
George Westinghouse High School,INSANE POPES,2
George Westinghouse High School,LA FAMILIA STONES,4
George Westinghouse High School,LATIN EAGLES,4
George Westinghouse High School,LATIN JIVERS,2
George Westinghouse High School,LATIN KINGS,32
George Westinghouse High School,LATIN SAINTS,2
George Westinghouse High School,LATIN STYLERS,1
George Westinghouse High School,MAFIA INSANE VICE LORDS,41
George Westinghouse High School,MANIAC LATIN DISCIPLES,7
George Westinghouse High School,MICKEY COBRAS,8
George Westinghouse High School,MILWAUKEE KINGS,4
George Westinghouse High School,NEW BREED,66
George Westinghouse High School,ORCHESTRA ALBANY,1
George Westinghouse High School,PARTY PEOPLE,1
George Westinghouse High School,SATAN DISCIPLES,6
George Westinghouse High School,SIMON CITY ROYALS,1
George Westinghouse High School,SPANISH COBRAS,4
George Westinghouse High School,TRAVELING VICE LORDS,288
George Westinghouse High School,TWO SIX,6
George Westinghouse High School,TWO-TWO BOYS,1
George Westinghouse High School,VICE LORDS,147
George Westinghouse High School,Y.L.O. COBRAS,1
Greater Lawndale High School For Social Justice,AMBROSE,1
Greater Lawndale High School For Social Justice,BISHOPS,1
Greater Lawndale High School For Social Justice,BLACK DISCIPLES,25
Greater Lawndale High School For Social Justice,BLACK GANGSTERS,28
Greater Lawndale High School For Social Justice,BLACK P STONES,17
Greater Lawndale High School For Social Justice,BLACK SOULS,18
Greater Lawndale High School For Social Justice,CONSERVATIVE VICE LORDS,117
Greater Lawndale High School For Social Justice,FOUR CORNER HUSTLERS,61
Greater Lawndale High School For Social Justice,GANGSTER DISCIPLES,203
Greater Lawndale High School For Social Justice,IMPERIAL GANGSTERS,7
Greater Lawndale High School For Social Justice,LA RAZA,4
Greater Lawndale High School For Social Justice,LATIN JIVERS,1
Greater Lawndale High School For Social Justice,LATIN KINGS,639
Greater Lawndale High School For Social Justice,MAFIA INSANE VICE LORDS,20
Greater Lawndale High School For Social Justice,MANIAC LATIN DISCIPLES,3
Greater Lawndale High School For Social Justice,NEW BREED,208
Greater Lawndale High School For Social Justice,PARTY PEOPLE,1
Greater Lawndale High School For Social Justice,SATAN DISCIPLES,26
Greater Lawndale High School For Social Justice,SPANISH COBRAS,7
Greater Lawndale High School For Social Justice,TRAVELING VICE LORDS,406
Greater Lawndale High School For Social Justice,TWO SIX,164
Greater Lawndale High School For Social Justice,TWO-TWO BOYS,2
Greater Lawndale High School For Social Justice,VICE LORDS,51
Greater Lawndale High School For Social Justice,Y.L.O. COBRAS,1
Gurdon S Hubbard High School,AMBROSE,80
Gurdon S Hubbard High School,BISHOPS,5
Gurdon S Hubbard High School,BLACK DISCIPLES,21
Gurdon S Hubbard High School,BLACK GANGSTERS,4
Gurdon S Hubbard High School,BLACK P STONES,24
Gurdon S Hubbard High School,CONSERVATIVE VICE LORDS,106
Gurdon S Hubbard High School,FOUR CORNER HUSTLERS,3
Gurdon S Hubbard High School,GANGSTER DISCIPLES,565
Gurdon S Hubbard High School,IMPERIAL GANGSTERS,5
Gurdon S Hubbard High School,INSANE DEUCES,1
Gurdon S Hubbard High School,INSANE POPES,2
Gurdon S Hubbard High School,KRAZY GETDOWN BOYS,8
Gurdon S Hubbard High School,LA RAZA,4
Gurdon S Hubbard High School,LATIN BROTHERS ORGANIZATION,1
Gurdon S Hubbard High School,LATIN JIVERS,1
Gurdon S Hubbard High School,LATIN KINGS,107
Gurdon S Hubbard High School,LATIN SAINTS,4
Gurdon S Hubbard High School,MAFIA INSANE VICE LORDS,5
Gurdon S Hubbard High School,MANIAC LATIN DISCIPLES,5
Gurdon S Hubbard High School,MICKEY COBRAS,1
Gurdon S Hubbard High School,NEW BREED,2
Gurdon S Hubbard High School,ORCHESTRA ALBANY,2
Gurdon S Hubbard High School,PARTY PEOPLE,7
Gurdon S Hubbard High School,SATAN DISCIPLES,157
Gurdon S Hubbard High School,SIMON CITY ROYALS,1
Gurdon S Hubbard High School,SPANISH COBRAS,1
Gurdon S Hubbard High School,TRAVELING VICE LORDS,2
Gurdon S Hubbard High School,TWO SIX,86
Gurdon S Hubbard High School,TWO-TWO BOYS,12
Gurdon S Hubbard High School,VICE LORDS,4
Gwendolyn Brooks College Preparatory Academy HS,BLACK DISCIPLES,140
Gwendolyn Brooks College Preparatory Academy HS,BLACK GANGSTERS,9
Gwendolyn Brooks College Preparatory Academy HS,BLACK P STONES,67
Gwendolyn Brooks College Preparatory Academy HS,CONSERVATIVE VICE LORDS,22
Gwendolyn Brooks College Preparatory Academy HS,FOUR CORNER HUSTLERS,26
Gwendolyn Brooks College Preparatory Academy HS,GANGSTER DISCIPLES,375
Gwendolyn Brooks College Preparatory Academy HS,LATIN KINGS,13
Gwendolyn Brooks College Preparatory Academy HS,MAFIA INSANE VICE LORDS,1
Gwendolyn Brooks College Preparatory Academy HS,MICKEY COBRAS,27
Gwendolyn Brooks College Preparatory Academy HS,NEW BREED,1
Gwendolyn Brooks College Preparatory Academy HS,SATAN DISCIPLES,1
Gwendolyn Brooks College Preparatory Academy HS,SPANISH COBRAS,2
Gwendolyn Brooks College Preparatory Academy HS,TRAVELING VICE LORDS,7
Gwendolyn Brooks College Preparatory Academy HS,VICE LORDS,8
High School of Leadership at South Shore,AMBROSE,1
High School of Leadership at South Shore,BLACK DISCIPLES,26
High School of Leadership at South Shore,BLACK GANGSTERS,9
High School of Leadership at South Shore,BLACK P STONES,103
High School of Leadership at South Shore,CONSERVATIVE VICE LORDS,6
High School of Leadership at South Shore,FOUR CORNER HUSTLERS,13
High School of Leadership at South Shore,GANGSTER DISCIPLES,337
High School of Leadership at South Shore,LATIN KINGS,5
High School of Leadership at South Shore,LATIN SAINTS,1
High School of Leadership at South Shore,MICKEY COBRAS,6
High School of Leadership at South Shore,NEW BREED,2
High School of Leadership at South Shore,TRAVELING VICE LORDS,4
Hope College Preparatory High School,BLACK DISCIPLES,215
Hope College Preparatory High School,BLACK GANGSTERS,9
Hope College Preparatory High School,BLACK P STONES,40
Hope College Preparatory High School,BLACK SOULS,1
Hope College Preparatory High School,CONSERVATIVE VICE LORDS,7
Hope College Preparatory High School,FOUR CORNER HUSTLERS,2
Hope College Preparatory High School,GANGSTER DISCIPLES,413
Hope College Preparatory High School,KRAZY GETDOWN BOYS,1
Hope College Preparatory High School,LA RAZA,1
Hope College Preparatory High School,LATIN KINGS,4
Hope College Preparatory High School,LATIN SAINTS,1
Hope College Preparatory High School,MAFIA INSANE VICE LORDS,4
Hope College Preparatory High School,MICKEY COBRAS,16
Hope College Preparatory High School,NEW BREED,2
Hope College Preparatory High School,SATAN DISCIPLES,1
Hope College Preparatory High School,VICE LORDS,2
Hyde Park Academy High School,BLACK DISCIPLES,182
Hyde Park Academy High School,BLACK GANGSTERS,4
Hyde Park Academy High School,BLACK P STONES,59
Hyde Park Academy High School,BLACK SOULS,2
Hyde Park Academy High School,CONSERVATIVE VICE LORDS,8
Hyde Park Academy High School,FOUR CORNER HUSTLERS,8
Hyde Park Academy High School,GANGSTER DISCIPLES,326
Hyde Park Academy High School,LATIN KINGS,1
Hyde Park Academy High School,MAFIA INSANE VICE LORDS,4
Hyde Park Academy High School,MICKEY COBRAS,17
Hyde Park Academy High School,NEW BREED,3
Hyde Park Academy High School,TRAVELING VICE LORDS,12
Hyde Park Academy High School,VICE LORDS,2
Hyman G Rickover Naval Academy High School,BLACK DISCIPLES,1
Hyman G Rickover Naval Academy High School,BLACK GANGSTERS,1
Hyman G Rickover Naval Academy High School,BLACK P STONES,18
Hyman G Rickover Naval Academy High School,GANGSTER DISCIPLES,31
Hyman G Rickover Naval Academy High School,IMPERIAL GANGSTERS,1
Hyman G Rickover Naval Academy High School,INSANE DRAGONS,1
Hyman G Rickover Naval Academy High School,LATIN EAGLES,1
Hyman G Rickover Naval Academy High School,LATIN KINGS,43
Hyman G Rickover Naval Academy High School,MAFIA INSANE VICE LORDS,1
Hyman G Rickover Naval Academy High School,MANIAC LATIN DISCIPLES,2
Hyman G Rickover Naval Academy High School,SATAN DISCIPLES,3
Hyman G Rickover Naval Academy High School,SPANISH COBRAS,4
Hyman G Rickover Naval Academy High School,SURENO 13,1
Hyman G Rickover Naval Academy High School,TRAVELING VICE LORDS,1
Infinity Math Science and Technology High School,AMBROSE,1
Infinity Math Science and Technology High School,BISHOPS,1
Infinity Math Science and Technology High School,BLACK DISCIPLES,25
Infinity Math Science and Technology High School,BLACK GANGSTERS,28
Infinity Math Science and Technology High School,BLACK P STONES,17
Infinity Math Science and Technology High School,BLACK SOULS,18
Infinity Math Science and Technology High School,CONSERVATIVE VICE LORDS,117
Infinity Math Science and Technology High School,FOUR CORNER HUSTLERS,61
Infinity Math Science and Technology High School,GANGSTER DISCIPLES,203
Infinity Math Science and Technology High School,IMPERIAL GANGSTERS,7
Infinity Math Science and Technology High School,LA RAZA,4
Infinity Math Science and Technology High School,LATIN JIVERS,1
Infinity Math Science and Technology High School,LATIN KINGS,639
Infinity Math Science and Technology High School,MAFIA INSANE VICE LORDS,20
Infinity Math Science and Technology High School,MANIAC LATIN DISCIPLES,3
Infinity Math Science and Technology High School,NEW BREED,208
Infinity Math Science and Technology High School,PARTY PEOPLE,1
Infinity Math Science and Technology High School,SATAN DISCIPLES,26
Infinity Math Science and Technology High School,SPANISH COBRAS,7
Infinity Math Science and Technology High School,TRAVELING VICE LORDS,406
Infinity Math Science and Technology High School,TWO SIX,164
Infinity Math Science and Technology High School,TWO-TWO BOYS,2
Infinity Math Science and Technology High School,VICE LORDS,51
Infinity Math Science and Technology High School,Y.L.O. COBRAS,1
John F Kennedy High School,AMBROSE,2
John F Kennedy High School,CONSERVATIVE VICE LORDS,2
John F Kennedy High School,FOUR CORNER HUSTLERS,3
John F Kennedy High School,GANGSTER DISCIPLES,4
John F Kennedy High School,INSANE POPES,1
John F Kennedy High School,LATIN KINGS,15
John F Kennedy High School,LATIN SAINTS,3
John F Kennedy High School,SATAN DISCIPLES,4
John F Kennedy High School,SIMON CITY ROYALS,1
John F Kennedy High School,TWO SIX,17
John Hancock College Preparatory High School,AMBROSE,80
John Hancock College Preparatory High School,BISHOPS,5
John Hancock College Preparatory High School,BLACK DISCIPLES,21
John Hancock College Preparatory High School,BLACK GANGSTERS,4
John Hancock College Preparatory High School,BLACK P STONES,24
John Hancock College Preparatory High School,CONSERVATIVE VICE LORDS,106
John Hancock College Preparatory High School,FOUR CORNER HUSTLERS,3
John Hancock College Preparatory High School,GANGSTER DISCIPLES,565
John Hancock College Preparatory High School,IMPERIAL GANGSTERS,5
John Hancock College Preparatory High School,INSANE DEUCES,1
John Hancock College Preparatory High School,INSANE POPES,2
John Hancock College Preparatory High School,KRAZY GETDOWN BOYS,8
John Hancock College Preparatory High School,LA RAZA,4
John Hancock College Preparatory High School,LATIN BROTHERS ORGANIZATION,1
John Hancock College Preparatory High School,LATIN JIVERS,1
John Hancock College Preparatory High School,LATIN KINGS,107
John Hancock College Preparatory High School,LATIN SAINTS,4
John Hancock College Preparatory High School,MAFIA INSANE VICE LORDS,5
John Hancock College Preparatory High School,MANIAC LATIN DISCIPLES,5
John Hancock College Preparatory High School,MICKEY COBRAS,1
